time,amount,merchant_risk,device_score,distance_from_home_km,is_fraud
127600,10.21,6,30,9.03,0
50428,53.92,9,31,39.08,0
131374,107.97,5,5,34.82,1
131127,53.57,8,32,1.64,0
111317,27.04,1,16,17.47,0
139789,19.53,5,73,20.43,0
127449,93.32,10,22,0.02,0
28699,7.98,1,64,78.16,0
73686,12.55,10,44,10.44,0
67661,22.25,6,40,14.57,0
44247,114.17,7,37,4.33,0
147820,48.41,5,78,18.88,0
105113,12.58,1,16,33.28,0
4621,24.28,6,43,17.63,0
146106,17.92,10,84,31.03,0
136198,16.28,5,63,26.27,0
136194,88.14,6,15,5.43,0
18030,8.4,10,44,11.45,0
82838,165.47,7,90,3.22,0
84717,75.81,7,9,0.86,1
38638,98.58,2,65,1.3,0
67067,20.84,3,99,57.12,0
118033,28.5,6,44,83.39,0
105977,7.9,3,20,2.0,0
88869,19.6,2,70,8.17,0
105186,54.25,4,74,2.43,0
34674,121.03,5,33,35.94,0
166926,10.94,10,80,13.72,0
46271,22.98,9,100,19.42,0
73688,28.47,3,6,15.53,1
169590,8.2,3,83,24.77,0
111076,59.82,6,31,7.69,0
141339,16.05,5,66,2.96,0
1062,27.24,6,18,0.36,0
50448,21.07,7,28,11.8,0
95462,15.04,3,68,47.68,0
137301,32.88,5,65,7.28,0
47915,26.69,8,80,4.36,0
4632,22.83,4,45,52.09,0
104592,15.98,10,58,2.23,0
134668,45.58,2,47,1.06,0
109779,173.06,4,66,42.31,0
137240,38.09,2,52,24.14,0
108099,89.67,3,36,10.97,0
7561,8.25,4,1,27.91,1
82152,38.77,4,39,27.05,0
125036,11.05,10,87,0.82,0
124049,7.56,9,90,22.56,0
26734,15.81,10,75,20.48,0
137443,109.06,6,1,66.36,1
26069,85.63,9,75,68.0,0
12910,42.22,4,88,9.49,0
73479,7.15,9,74,17.82,0
81264,27.21,9,14,3.05,1
23275,44.78,6,78,1.38,0
72274,39.47,5,71,11.34,0
100776,5.24,3,23,23.42,0
48447,13.59,5,43,16.78,0
165601,31.06,3,22,11.23,0
126394,56.62,5,60,34.09,0
75703,3.68,5,100,31.64,0
76090,28.16,2,27,26.33,0
17260,38.21,9,56,1.6,0
112581,77.45,7,2,31.84,1
3812,66.21,6,39,50.37,0
159096,59.3,5,51,1.23,0
116148,14.88,4,19,10.27,0
158357,4.91,8,62,89.06,0
116421,22.35,2,71,18.29,0
1605,90.16,8,76,14.41,0
72303,133.41,1,67,3.91,0
158211,67.39,10,63,16.67,0
76125,50.87,1,5,11.56,1
144990,48.41,3,72,2.73,0
158518,18.99,5,78,12.48,0
124040,29.08,6,61,3.59,0
144118,175.75,4,100,26.24,0
155890,12.9,7,71,72.72,0
4324,166.46,7,7,12.68,1
76323,24.0,2,50,20.01,0
9111,124.64,2,46,11.28,0
169182,8.11,2,96,2.98,0
16389,59.5,2,72,70.5,0
122177,15.85,9,76,2.78,0
41427,8.04,5,74,2.37,0
159818,41.2,8,14,12.29,1
122883,90.87,5,73,21.51,0
131189,14.23,5,94,8.77,0
125808,7.4,1,69,4.28,0
112221,30.21,6,65,34.18,0
13234,30.34,4,65,9.02,0
53441,57.3,3,57,4.32,0
846,85.59,6,62,9.09,0
10954,31.21,2,20,4.83,0
79239,211.77,8,75,14.66,1
46514,41.44,1,26,22.07,0
88236,23.42,9,44,32.14,0
97579,6.61,8,67,5.16,0
137541,25.47,1,70,3.65,0
161177,23.66,10,62,0.4,0
42101,86.51,9,45,5.18,0
64323,52.59,2,11,0.48,1
91922,10.18,3,72,8.48,0
168048,39.34,2,93,3.15,0
127534,64.81,8,74,17.35,0
67584,152.63,2,34,9.68,0
104537,80.44,10,88,1.97,0
78477,70.87,2,46,10.21,0
42533,35.17,1,81,4.7,0
1828,48.83,7,32,22.8,0
1917,115.53,2,75,9.06,0
20618,8.73,10,98,3.18,0
32254,23.35,5,88,8.6,0
105292,15.29,5,5,5.08,1
47362,48.38,3,63,31.77,0
20128,113.32,3,29,81.93,0
123781,18.23,3,48,0.52,0
65545,3.03,6,98,23.42,0
82180,21.93,4,16,6.13,0
87958,82.56,3,25,1.37,0
140937,56.69,2,72,0.29,0
133291,50.81,3,29,42.57,0
39809,25.03,4,52,8.73,0
116748,9.22,6,46,104.22,0
5287,55.44,4,25,11.68,0
165459,14.38,8,23,4.16,0
8512,294.15,3,34,30.02,0
132414,58.59,3,67,52.21,0
108872,18.53,3,94,33.82,0
150288,17.97,8,34,27.35,0
93070,30.18,4,32,8.15,0
79767,26.06,1,29,1.33,0
97829,101.17,2,9,4.5,1
157686,39.9,10,66,11.84,0
167330,15.93,2,57,62.56,0
42078,219.3,3,39,25.66,0
106288,34.79,6,7,35.24,1
83524,71.44,8,69,6.5,0
12219,18.03,1,8,23.03,1
235,47.61,9,96,39.67,0
42929,45.2,1,18,13.06,0
127309,5.0,10,82,11.24,0
67444,248.46,2,49,25.42,0
139639,120.38,3,16,16.42,0
101834,22.26,7,21,99.73,0
84555,11.0,9,10,11.07,1
73698,46.88,3,4,3.87,1
124450,36.11,8,44,12.77,0
136487,47.26,9,8,5.36,1
167231,40.11,10,55,16.48,0
43925,54.94,7,19,2.69,0
137023,140.8,4,64,59.91,0
87388,58.45,4,40,39.3,0
8007,11.59,4,51,3.38,0
58596,129.36,6,9,3.78,1
121101,170.82,4,30,14.37,0
161595,774.38,5,56,29.65,0
88861,10.77,9,81,4.95,0
86740,42.22,7,44,1.26,0
15524,4.13,8,59,15.77,0
150354,57.58,5,15,23.53,0
155002,19.14,5,68,5.6,0
131149,226.66,7,70,26.92,0
125501,15.26,8,61,60.17,0
20611,6.12,9,80,2.95,0
148056,20.67,2,90,14.31,0
14060,4.59,3,23,1.17,0
43303,70.18,2,77,4.63,0
160359,4.2,10,47,1.88,0
39711,34.07,7,17,10.35,0
143026,4.15,2,57,34.39,0
73340,24.04,2,54,17.21,0
102974,171.29,2,91,5.04,0
149646,47.5,4,52,0.82,0
140256,13.96,1,22,16.12,0
150168,32.1,2,83,2.85,0
67728,33.72,3,39,8.39,0
165088,53.12,7,99,14.27,0
11246,8.44,10,13,46.81,1
149453,59.89,1,78,1.71,0
127796,2.22,6,95,22.09,0
167527,17.64,3,66,0.28,0
92263,20.32,3,52,19.88,0
135090,62.39,4,14,16.04,1
11302,33.87,4,73,33.41,0
67506,8.12,7,74,15.17,0
41157,12.37,3,63,8.7,0
54917,40.39,8,71,5.56,0
96646,30.6,8,28,1.78,0
83122,18.56,7,89,15.3,0
24519,20.47,2,46,43.84,0
80910,66.43,5,28,14.46,0
120430,19.73,6,2,26.87,1
71324,30.32,10,17,7.09,0
5408,290.02,4,59,11.89,0
59379,7.98,10,52,7.85,0
25053,5.2,5,4,2.31,1
140518,72.5,9,77,10.79,0
131994,16.8,7,82,28.9,0
98723,24.09,2,3,10.05,1
51356,15.16,1,37,21.01,0
10789,25.54,2,97,28.43,0
97720,163.78,3,24,7.79,0
66656,73.86,2,72,31.94,0
44028,78.43,3,35,8.28,0
64484,8.03,10,2,5.92,1
32154,10.47,9,33,5.03,0
2336,1.94,4,76,4.46,0
103677,14.74,9,86,26.72,0
67779,86.2,3,77,43.7,0
19029,55.53,1,10,5.24,1
59201,26.54,5,81,1.78,0
32265,32.39,10,62,7.53,0
102916,16.63,10,43,21.45,0
46197,40.64,2,69,9.19,0
125733,71.23,4,59,15.93,0
154782,6.58,2,9,27.28,1
160558,44.69,2,77,10.5,0
71907,84.14,3,60,161.89,0
128876,21.87,5,63,7.07,0
64435,66.73,4,52,76.56,0
40631,552.61,2,23,4.54,0
129038,29.83,10,30,2.35,0
20103,49.07,2,43,27.79,0
64772,15.83,6,68,24.23,0
126108,39.7,7,21,33.34,0
14382,52.47,10,43,8.42,0
84291,40.24,6,73,53.42,0
101195,11.94,7,7,2.54,1
134828,40.71,1,16,0.61,0
20609,142.91,6,23,7.15,0
147550,51.86,3,58,31.92,0
170738,86.66,1,87,22.35,0
75683,26.13,8,31,11.46,0
124714,70.1,4,69,5.92,0
130330,43.78,10,6,1.22,1
71315,12.8,8,65,8.23,0
77834,45.54,10,59,12.32,0
126205,12.28,4,28,23.23,0
14153,17.59,4,18,20.77,0
76325,40.02,10,88,58.88,0
144071,44.58,4,77,2.12,0
55318,10.08,6,97,8.2,0
131886,95.01,9,10,13.14,1
115033,58.67,5,7,22.22,1
76077,16.37,10,37,13.68,0
90474,7.12,8,96,48.78,0
133515,28.65,8,45,18.76,0
73319,21.2,4,86,0.81,0
125885,37.08,10,16,2.41,0
109777,23.03,9,88,28.01,0
17368,4.45,9,14,25.16,1
146400,22.46,5,11,3.33,1
91751,24.4,6,83,1.21,0
27306,62.41,5,87,17.29,0
170987,16.47,3,34,20.2,0
37219,177.45,8,60,2.91,0
60279,4.9,9,13,12.83,1
53028,122.87,4,39,7.3,0
104263,26.46,9,44,53.56,0
126,78.22,9,28,4.95,0
52329,35.87,7,40,26.43,0
27632,103.5,8,16,14.6,0
109945,22.48,3,50,0.23,0
55176,11.04,5,28,14.55,0
134869,137.07,3,68,2.1,0
144790,29.56,7,92,21.52,0
34560,41.33,6,60,16.67,0
76589,113.84,3,12,0.21,1
22116,11.8,9,16,4.58,0
167316,60.07,1,53,29.94,0
132717,18.36,10,54,6.45,0
124085,29.02,3,49,13.83,0
117718,35.6,10,36,7.48,0
19256,7.39,7,62,50.9,0
100158,15.2,3,84,15.38,0
168502,127.88,3,26,23.83,0
170354,80.33,2,56,1.74,0
119719,31.1,9,90,0.82,0
68244,42.23,4,22,6.0,0
142766,24.67,10,73,7.4,0
56264,128.58,6,69,23.27,0
57545,27.1,2,81,16.84,0
39224,41.76,9,49,9.39,0
97945,104.17,7,98,21.23,0
13224,15.22,10,2,3.57,1
40738,157.4,5,53,1.31,0
156222,7.17,7,7,38.55,1
63731,168.96,4,100,16.6,0
139649,22.81,10,77,20.94,0
8070,25.98,7,20,7.34,0
126161,5.0,2,94,9.3,0
8666,21.01,7,30,1.72,0
57761,11.71,4,75,38.9,0
36368,18.04,4,95,17.95,0
137855,28.87,1,67,1.75,0
41914,86.3,3,59,32.65,0
127738,40.76,5,66,11.74,0
67526,45.05,5,3,28.97,1
19956,11.07,2,56,0.25,0
46240,13.73,4,79,0.58,0
121008,200.08,1,17,3.75,0
168220,15.88,9,52,4.74,0
94270,173.51,1,7,28.87,1
4757,25.97,6,5,24.53,1
19097,33.19,7,98,19.15,0
141467,96.58,3,97,43.23,0
147313,118.14,1,54,5.68,0
103892,29.64,7,61,46.95,0
158768,22.46,3,16,48.04,0
70480,31.31,10,67,11.39,0
46163,46.43,6,59,1.98,0
19816,80.75,6,47,25.93,0
52853,33.26,4,48,8.22,0
155989,61.49,6,64,31.69,0
96731,170.44,10,50,3.58,0
152638,48.49,4,85,15.51,0
62823,45.23,8,41,14.19,0
151878,7.25,9,72,2.11,0
1759,2.39,2,22,9.03,0
92374,48.83,7,54,1.77,0
133554,30.12,9,5,12.5,1
24442,19.79,9,17,37.02,0
164791,42.25,5,78,6.3,0
93501,31.17,1,41,28.95,0
2079,102.29,6,92,4.05,0
133789,36.09,8,95,22.4,0
59676,15.69,1,81,49.43,0
159024,89.14,2,35,7.83,0
90397,26.65,1,40,46.13,0
72847,56.07,5,22,14.08,0
93607,20.54,2,48,7.62,0
149521,17.29,10,53,45.37,0
164608,36.02,10,93,0.65,0
64077,33.54,4,10,0.57,1
38258,53.51,1,18,18.32,0
159937,25.31,7,99,31.87,0
137717,5.28,8,80,27.85,0
119771,21.48,5,49,1.66,0
38000,73.25,2,71,60.02,0
26737,24.6,8,30,24.28,0
11485,25.88,1,19,59.56,0
38565,88.8,7,55,7.98,0
156594,16.25,1,60,23.68,0
119614,7.08,6,87,39.31,0
65155,28.2,6,72,9.58,0
52487,20.41,5,81,66.97,0
129948,12.6,2,21,6.16,0
12342,27.79,2,26,7.58,0
40806,54.14,9,28,50.6,0
48770,32.81,5,39,69.91,0
78623,45.01,5,33,6.71,0
103177,203.04,7,40,2.93,0
131026,23.5,6,83,28.46,0
75629,43.74,2,29,53.09,0
120993,19.9,1,20,18.36,0
126944,14.21,5,20,20.13,0
105947,18.45,4,74,28.79,0
26399,20.52,3,12,3.32,1
128177,47.44,2,97,72.59,0
109575,346.91,10,25,9.06,1
110904,16.18,2,25,19.79,0
30678,21.83,4,4,12.65,1
76218,31.09,2,4,12.63,1
63230,49.2,4,9,24.26,1
74055,43.1,3,15,104.66,0
162552,119.59,9,26,21.52,0
72258,2.93,7,79,31.6,0
39986,3.04,3,90,0.56,0
155232,20.17,8,92,33.26,0
85595,99.22,9,71,7.13,0
101358,6.92,7,32,2.71,0
64929,1.64,6,76,2.41,0
73506,58.63,4,99,22.78,0
34911,42.25,5,52,120.79,0
87127,11.13,8,32,21.94,0
162893,12.36,3,9,6.09,1
113453,12.56,2,78,4.55,0
84458,36.99,3,13,14.93,1
12175,17.7,7,56,1.35,0
119235,54.28,8,44,10.19,0
54771,1.91,1,97,21.95,0
127157,14.06,7,96,68.63,0
121300,10.74,9,83,11.09,0
86925,25.63,3,30,4.47,0
66358,19.34,3,16,34.01,0
148399,73.54,8,12,27.27,1
47057,5.16,4,74,39.28,0
6150,34.66,8,66,4.83,0
4425,57.88,5,18,10.38,0
16032,212.01,3,13,79.86,1
2198,20.46,4,93,3.44,0
151151,45.81,4,24,22.26,0
167292,5.45,8,12,5.41,1
144931,3.03,6,60,13.87,0
162491,77.07,7,60,32.24,0
118865,32.93,9,93,13.41,0
139777,107.61,6,86,32.74,0
23236,8.39,3,100,11.11,0
87955,55.7,3,1,146.86,1
103145,214.61,3,43,11.45,0
146430,50.39,10,55,3.24,0
94914,43.67,2,40,10.28,0
102870,33.4,1,64,27.14,0
116243,6.88,10,34,37.67,0
14596,128.45,1,34,12.33,0
164644,17.98,4,48,18.05,0
132351,54.84,3,33,37.27,0
111496,6.94,5,68,33.59,0
130273,10.18,9,30,21.44,0
138155,139.09,8,84,33.75,0
120674,23.4,9,90,17.16,0
120307,141.64,5,79,0.09,0
148843,30.62,8,71,0.84,0
161047,5.25,4,71,78.05,0
19063,80.81,5,29,3.13,0
67642,18.36,3,23,10.37,0
90093,66.6,5,34,54.3,0
168671,33.96,3,84,4.34,0
159601,7.08,5,15,37.13,0
35954,39.03,5,97,34.1,0
27856,297.74,6,53,85.85,0
2573,54.22,9,17,6.62,0
35367,31.26,1,64,7.58,0
99608,97.06,10,84,46.64,0
60774,40.88,6,61,5.33,0
23752,40.83,1,57,15.88,0
55029,11.12,6,77,24.58,0
148757,41.84,2,88,6.35,0
130282,93.26,8,37,55.75,0
51693,14.35,3,7,21.91,1
116739,137.62,10,8,0.97,1
55961,30.21,6,87,2.92,0
126678,13.63,6,78,4.23,0
74532,89.8,4,68,5.62,0
81994,24.86,5,21,26.24,0
56133,70.78,2,61,1.86,0
61268,24.74,10,74,8.63,0
169315,31.19,10,86,48.47,0
31653,54.25,8,94,16.27,0
157729,44.3,10,94,6.17,0
171024,4.5,7,80,62.96,0
153252,10.79,10,75,5.6,0
121829,83.88,6,86,47.1,0
128377,29.02,7,29,25.88,0
1622,19.61,1,25,26.98,0
48756,8.51,5,58,28.96,0
40809,11.25,7,14,14.13,1
16725,4.39,1,78,33.7,0
51226,29.93,2,66,36.18,0
81182,18.2,9,54,8.94,0
29402,12.6,3,77,10.23,0
4263,30.93,6,67,43.92,0
47924,47.65,7,30,14.88,0
74182,268.59,9,18,40.34,1
142736,7.3,5,54,19.71,0
35737,105.57,4,100,18.01,0
101332,87.63,2,21,0.63,0
89563,15.19,3,53,6.51,0
160445,40.58,5,83,13.95,0
167469,20.95,2,16,17.7,0
128575,39.87,4,28,19.91,0
101371,149.77,1,4,25.19,1
38709,60.68,4,55,21.36,0
150322,55.07,7,15,37.75,0
21172,21.54,3,64,7.0,0
11555,7.51,10,65,20.52,0
53276,26.88,8,16,1.05,0
57492,110.68,6,20,13.09,0
89599,7.19,6,64,6.24,0
155834,11.53,1,33,9.59,0
11046,37.57,5,81,8.76,0
116021,12.37,3,69,1.25,0
159841,14.99,10,69,12.57,0
154222,21.68,1,58,104.54,0
4853,8.45,8,39,7.1,0
120900,12.5,7,77,26.65,0
152864,66.92,7,36,15.87,0
59129,8.96,10,94,7.87,0
114130,6.7,10,68,1.88,0
163059,17.64,10,87,4.86,0
146922,68.85,4,21,30.45,0
143184,27.2,6,63,6.54,0
121789,20.81,9,85,3.12,0
155130,34.62,3,6,8.05,1
38890,5.78,9,24,17.54,0
66017,54.31,4,53,24.31,0
163993,48.59,5,95,9.8,0
132596,21.99,7,83,13.79,0
100424,90.55,6,76,12.14,0
15048,10.72,10,78,0.18,0
166183,102.3,8,50,10.07,0
168976,38.65,8,12,17.7,1
54912,23.65,8,56,16.88,0
34008,32.46,3,15,27.71,0
131132,29.75,10,83,22.2,0
83559,112.2,6,92,6.48,0
55337,11.28,7,40,5.9,0
110616,15.45,9,41,12.48,0
13350,93.35,10,69,26.41,0
24354,18.26,10,69,1.97,0
45186,81.49,4,6,59.26,1
28145,181.17,5,87,15.67,0
165092,22.16,8,67,7.32,0
86123,65.45,1,33,23.64,0
20581,10.45,6,43,0.92,0
88929,70.44,4,21,13.25,0
23051,40.42,5,84,13.31,0
51474,53.15,5,65,3.53,0
91748,17.36,2,17,36.33,0
125995,6.29,8,93,31.87,0
69626,54.78,2,8,3.31,1
6960,4.21,4,64,9.05,0
166844,24.11,5,90,2.12,0
152592,84.88,1,28,37.76,0
36408,40.12,6,98,7.81,0
94006,232.37,2,90,11.57,0
57134,92.31,5,13,7.83,1
151563,17.22,6,13,7.42,1
132413,34.03,8,38,27.51,0
90327,31.58,9,25,27.53,0
131410,6.81,6,62,14.59,0
143326,12.93,5,23,21.44,0
11344,18.9,4,86,14.33,0
132822,4.32,2,21,0.58,0
67957,34.73,2,54,1.37,0
105423,25.81,7,63,9.68,0
58053,6.22,5,30,27.71,0
146968,49.61,7,75,48.89,0
77454,67.75,1,68,0.6,0
90600,41.56,1,97,9.18,0
122732,23.95,5,76,5.07,0
159007,59.83,2,73,33.77,0
37641,65.38,8,32,37.41,0
29711,45.03,3,75,4.62,0
70342,14.52,1,24,24.81,0
106896,43.67,2,7,26.32,1
143254,109.45,10,72,3.9,0
87833,18.24,10,97,11.37,0
56276,269.87,7,89,19.37,0
19541,19.58,6,1,0.53,1
94457,34.21,8,3,10.37,1
44813,16.9,7,28,3.37,0
168270,41.4,10,43,15.61,0
139892,5.8,8,97,37.02,0
24070,19.18,3,46,14.88,0
142194,11.11,6,1,0.73,1
80559,37.91,7,38,0.6,0
41786,89.52,10,91,18.6,0
137809,63.18,1,35,7.95,0
36062,3.09,1,74,17.0,0
51571,255.21,7,76,3.57,0
25510,44.49,3,74,30.0,0
19426,15.23,3,54,39.43,0
37265,38.75,5,98,44.01,0
148922,39.5,6,24,7.25,0
66150,17.0,2,28,21.62,0
87312,40.36,3,22,6.54,0
89613,18.04,6,16,28.77,0
74910,22.1,3,13,2.57,1
52375,16.67,5,100,28.77,0
121826,7.9,9,100,11.59,0
35435,38.31,3,62,38.7,0
96443,59.46,6,43,26.86,0
134055,55.42,5,87,9.45,0
151734,75.18,5,78,46.77,0
23510,45.8,6,32,6.66,0
172070,19.44,6,67,68.22,0
94071,76.68,1,91,29.15,0
6640,8.52,9,83,93.5,0
44547,13.45,5,86,1.11,0
54620,12.63,1,57,6.41,0
146389,97.52,8,65,27.04,0
115608,85.01,7,69,51.09,0
7564,53.91,7,49,0.58,0
158417,96.73,5,33,0.0,0
113824,13.75,1,19,5.92,0
79273,46.93,9,36,38.32,0
74859,29.22,9,70,29.15,0
110017,77.24,8,15,8.32,0
123618,29.51,5,100,0.04,0
125341,22.53,3,97,16.18,0
29430,56.88,8,24,5.44,0
27788,79.53,1,27,27.38,0
144991,16.97,3,49,11.82,0
69346,31.15,7,75,22.7,0
96122,11.49,4,23,38.25,0
39974,2.72,7,33,15.35,0
107309,40.47,5,41,8.19,0
16371,60.88,6,56,29.35,0
45084,43.04,7,29,6.16,0
160701,4.71,10,31,44.42,0
61916,23.32,7,65,1.48,0
73972,3.6,7,98,36.09,0
12984,130.28,7,18,1.92,0
33039,11.18,7,82,1.16,0
85431,116.21,3,6,9.03,1
83691,85.27,3,52,62.72,0
58606,13.46,7,40,82.07,0
141688,10.67,2,65,4.51,0
102665,47.01,2,42,3.22,0
105373,14.23,3,94,8.71,0
24574,36.69,4,68,8.22,0
134502,20.43,6,32,28.51,0
143748,5.58,8,10,11.74,1
141888,3.56,10,69,30.27,0
32733,41.54,10,9,27.62,1
2050,18.89,7,69,17.27,0
109996,19.05,4,61,35.86,0
33933,66.41,2,11,4.35,1
24951,107.07,2,99,3.53,0
32413,25.22,4,91,27.78,0
165873,23.56,6,68,5.62,0
163985,54.61,3,74,0.06,0
112573,8.53,6,97,48.6,0
171672,41.39,5,8,19.51,1
166472,57.51,5,49,11.77,0
135566,65.38,2,24,25.87,0
122744,4.77,8,33,8.11,0
89431,15.47,5,19,61.44,0
43001,13.76,2,2,1.42,1
67364,36.59,7,55,20.49,0
124988,53.56,9,11,30.04,1
45028,147.93,9,99,12.66,0
168645,20.19,1,17,28.13,0
131878,20.13,7,42,52.32,0
124343,104.55,9,61,27.25,0
128301,44.55,6,3,7.4,1
126295,117.64,1,86,16.5,0
160829,44.2,2,35,48.52,0
34636,10.41,4,85,11.92,0
24262,8.73,4,89,22.9,0
80435,7.02,2,66,12.53,0
128583,64.2,8,1,2.59,1
169269,108.7,2,7,1.21,1
41844,210.47,3,20,60.85,0
64754,76.95,4,43,18.96,0
165229,105.94,9,6,2.19,1
77129,18.54,10,55,38.96,0
40042,10.42,1,100,14.79,0
61665,77.48,8,21,29.56,0
116953,50.28,5,51,2.71,0
158448,36.87,7,46,47.48,0
145271,48.78,8,35,17.86,0
118533,45.75,5,100,26.81,0
73781,119.56,8,8,0.64,1
66262,120.9,10,68,7.58,0
46600,57.07,8,16,6.22,0
76898,77.15,9,67,59.75,0
149369,55.37,2,71,4.1,0
30448,20.88,3,64,24.56,0
26172,70.57,1,2,0.87,1
7657,8.21,4,1,4.41,1
156497,95.0,5,58,8.27,0
157757,10.03,1,1,31.65,1
112855,44.07,8,7,31.21,1
155650,14.22,2,88,60.98,0
159903,57.59,1,69,49.72,0
7906,32.01,2,85,1.7,0
61413,6.72,5,92,35.42,0
54028,50.44,9,18,12.0,0
7287,18.58,9,88,40.18,0
33660,79.93,2,32,1.87,0
60504,33.16,2,45,34.61,0
102979,49.18,3,33,3.48,0
34701,12.71,7,74,8.12,0
83300,18.37,3,73,0.59,0
148746,20.93,1,49,2.64,0
83560,78.0,6,33,11.8,0
154946,177.22,3,97,34.11,0
43642,14.8,1,71,29.72,0
65160,97.21,4,68,5.37,0
17602,3.78,1,28,3.29,0
103320,10.03,1,87,9.86,0
88801,12.7,2,53,42.96,0
25931,8.56,10,96,1.92,0
94377,6.8,8,44,15.66,0
29192,50.05,2,80,1.86,0
46542,26.73,2,55,12.71,0
127015,48.4,10,10,2.71,1
42520,66.05,10,14,1.67,1
64772,43.19,8,36,4.24,0
50106,63.93,6,34,5.89,0
81121,30.89,4,88,6.47,0
25559,10.1,3,18,20.73,0
105595,95.37,1,16,1.13,0
33742,18.37,3,37,1.69,0
69669,12.99,9,41,4.18,0
152826,27.72,5,25,41.12,0
135044,13.29,6,8,19.81,1
70831,21.81,5,88,26.21,0
112217,46.71,1,84,9.25,0
41873,46.92,10,94,4.8,0
106532,13.49,1,84,0.77,0
126267,20.33,4,18,13.41,0
140975,96.96,3,68,17.08,0
134092,54.4,8,48,45.46,0
41755,263.77,7,100,42.76,0
85956,107.78,7,70,11.06,0
86988,103.99,8,67,11.02,0
45648,8.27,10,18,3.51,0
125991,71.08,7,18,5.95,0
140588,31.4,10,56,51.98,0
115005,19.09,2,23,3.04,0
2396,39.17,4,35,69.28,0
84082,85.22,6,6,14.05,1
150201,54.64,3,26,12.2,0
128322,13.76,3,85,3.84,0
132663,69.58,6,61,21.67,0
11303,17.5,1,88,12.32,0
161633,41.13,1,15,9.26,0
71719,24.45,5,91,6.14,0
99616,26.61,1,32,1.38,0
124165,71.25,10,12,14.65,1
86231,11.7,8,5,7.51,1
7314,231.64,2,64,24.61,0
19623,5.36,6,71,25.71,0
105228,18.22,10,86,8.07,0
164202,47.95,10,27,22.12,0
97624,59.4,5,79,5.99,0
157364,29.95,10,45,25.98,0
111785,31.27,4,35,0.32,0
86206,49.93,1,26,3.29,0
69274,26.28,3,23,5.62,0
133541,133.38,4,13,29.65,1
53947,76.66,2,90,1.37,0
153606,79.27,2,3,4.17,1
48874,12.6,2,29,8.88,0
49708,30.59,1,66,0.18,0
74553,24.52,10,64,28.72,0
68344,12.11,2,28,16.42,0
49138,47.47,6,87,46.19,0
47638,19.34,3,36,0.63,0
78249,63.78,10,6,6.33,1
105865,11.36,5,11,26.28,1
2719,184.76,1,38,22.49,0
153962,13.51,8,34,5.57,0
167581,41.24,4,81,18.11,0
42534,73.1,9,67,31.57,0
92241,18.72,4,46,0.68,0
149859,77.67,2,98,25.29,0
126209,9.69,3,86,5.81,0
92124,141.47,5,29,59.07,0
91659,33.59,10,60,15.45,0
164134,18.24,6,54,0.68,0
75713,24.55,7,93,10.33,0
75418,74.36,4,69,67.81,0
128232,18.46,7,74,26.21,0
165904,15.65,10,74,7.15,0
163038,26.53,3,9,17.13,1
144059,10.21,7,85,18.28,0
168383,204.5,4,77,0.47,0
31575,18.8,8,10,3.94,1
63852,76.07,9,75,16.05,0
132079,40.83,7,68,10.31,0
76242,12.37,8,58,4.22,0
29257,32.92,8,95,29.63,0
144353,72.53,2,52,13.43,0
61246,27.43,9,34,7.42,0
1435,109.19,6,35,3.53,0
91357,91.97,4,33,18.89,0
157732,83.01,5,72,21.95,0
136156,20.91,10,32,22.15,0
144579,11.25,5,55,4.98,0
83807,17.93,7,97,18.09,0
115953,40.3,9,8,47.16,1
138563,57.16,7,46,8.71,0
123797,3.78,9,14,4.73,1
63888,32.85,4,98,29.58,0
73609,38.79,10,8,3.89,1
9077,25.09,10,71,5.85,0
20953,120.45,4,77,2.12,0
114682,50.49,6,54,6.24,0
67889,122.76,8,21,10.56,0
154893,26.68,9,96,1.33,0
168639,84.56,1,75,41.07,0
115374,169.88,1,14,14.42,1
24860,122.94,8,75,17.74,0
152267,11.11,7,2,9.28,1
77475,25.7,9,98,22.16,0
87266,23.45,3,61,11.3,0
152499,54.01,10,17,28.65,0
100732,65.78,5,78,34.45,0
27083,14.31,3,89,22.29,0
57372,35.44,5,48,13.52,0
123786,4.39,10,91,30.49,0
7813,140.04,1,8,13.64,1
31598,19.84,4,56,2.36,0
93106,35.02,6,17,2.47,0
27082,24.3,2,69,59.36,0
29241,104.17,7,12,4.8,1
11745,1.94,8,38,33.85,0
26029,32.57,1,18,5.67,0
144097,29.79,4,26,11.27,0
123395,21.04,4,95,21.28,0
145360,186.09,5,37,3.46,0
89186,13.64,4,70,26.73,0
137612,71.65,9,41,23.42,0
97768,47.29,7,79,15.67,0
41846,116.92,2,42,16.69,0
75932,16.99,1,90,2.24,0
148554,15.91,9,76,11.45,0
23411,99.09,1,41,1.81,0
78797,50.67,6,47,7.36,0
52307,7.06,2,14,46.11,1
134165,19.31,4,1,17.09,1
22042,48.73,6,17,27.15,0
52930,76.54,5,97,17.06,0
97883,16.79,6,55,4.32,0
33756,1.8,3,93,18.07,0
53268,55.88,5,53,28.16,0
170286,9.77,2,31,2.98,0
159674,4.4,7,62,33.96,0
48901,1.95,3,8,16.21,1
99986,74.74,1,30,0.09,0
163268,37.66,8,77,14.67,0
128386,26.43,8,80,10.07,0
5626,132.82,3,66,7.03,0
138496,62.64,7,45,29.5,0
12857,166.72,9,18,45.95,0
151054,8.23,8,99,28.76,0
